From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (ORF)	EMBL
A0A514CLE2	A0A514CLE2	unreviewed	A0A514CLE2_9BACT	Linear amide C-N hydrolase	FKX85_16970	Echinicola soli	343	FKX85_16970	CP041253;
A0A918UNU8	A0A918UNU8	unreviewed	A0A918UNU8_9BACT	Choloylglycine hydrolase	GCM10007049_15900	Echinicola pacifica	307	GCM10007049_15900	BMWX01000002;
F8X4H3	F8X4H3	unreviewed	F8X4H3_9BACT	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	HMPREF9456_03132	Dysgonomonas mossii DSM 22836	360	HMPREF9456_03132	ADLW01000019;
F8WX71	F8WX71	unreviewed	F8WX71_9BACT	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	HMPREF9456_00286	Dysgonomonas mossii DSM 22836	346	HMPREF9456_00286	ADLW01000001;
F8X1R6	F8X1R6	unreviewed	F8X1R6_9BACT	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	HMPREF9456_02314	Dysgonomonas mossii DSM 22836	347	HMPREF9456_02314	ADLW01000010;
A0A4Y9IQ27	A0A4Y9IQ27	unreviewed	A0A4Y9IQ27_9BACT	Choloylglycine hydrolase family protein	E4T88_00035	Dysgonomonas mossii	360	E4T88_00035	SPPK01000001;
A0A4Y9ILD4	A0A4Y9ILD4	unreviewed	A0A4Y9ILD4_9BACT	Linear amide C-N hydrolase	E4T88_10475	Dysgonomonas mossii	346	E4T88_10475	SPPK01000003;
A0A4Y9ISL0	A0A4Y9ISL0	unreviewed	A0A4Y9ISL0_9BACT	Linear amide C-N hydrolase	E4T88_04210	Dysgonomonas mossii	347	E4T88_04210	SPPK01000001;
A0A1M4ZCU4	A0A1M4ZCU4	unreviewed	A0A1M4ZCU4_9BACT	Choloylglycine hydrolase	SAMN05444362_10451	Dysgonomonas macrotermitis	343	SAMN05444362_10451	FQUC01000004;
A0A1M5BIL1	A0A1M5BIL1	unreviewed	A0A1M5BIL1_9BACT	Choloylglycine hydrolase	SAMN05444362_10686	Dysgonomonas macrotermitis	361	SAMN05444362_10686	FQUC01000006;
A0A840CJ42	A0A840CJ42	unreviewed	A0A840CJ42_9BACT	Choloylglycine hydrolase (EC 3.5.1.24)	GGR21_000576	Dysgonomonas hofstadii	360	GGR21_000576	JACIEP010000002;
A0A840CXX1	A0A840CXX1	unreviewed	A0A840CXX1_9BACT	Choloylglycine hydrolase (EC 3.5.1.24)	GGR21_003525	Dysgonomonas hofstadii	349	GGR21_003525	JACIEP010000015;
F5J1R6	F5J1R6	unreviewed	F5J1R6_9BACT	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	HMPREF9455_03283	Dysgonomonas gadei ATCC BAA-286	349	HMPREF9455_03283	ADLV01000037;
F5IZW5	F5IZW5	unreviewed	F5IZW5_9BACT	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	HMPREF9455_02632	Dysgonomonas gadei ATCC BAA-286	360	HMPREF9455_02632	ADLV01000031;
A0A4Y8L1U8	A0A4Y8L1U8	unreviewed	A0A4Y8L1U8_9BACT	Linear amide C-N hydrolase	E2605_10510	Dysgonomonas capnocytophagoides	343	E2605_10510	SOML01000006;
A0A2V3PJC3	A0A2V3PJC3	unreviewed	A0A2V3PJC3_9BACT	Choloylglycine hydrolase	CLV62_1508	Dysgonomonas alginatilytica	346	CLV62_1508	QICL01000050;
A0A2V3PK20	A0A2V3PK20	unreviewed	A0A2V3PK20_9BACT	Choloylglycine hydrolase	CLV62_1409	Dysgonomonas alginatilytica	344	CLV62_1409	QICL01000040;
A0A7G8Q5P3	A0A7G8Q5P3	unreviewed	A0A7G8Q5P3_9GAMM	Linear amide C-N hydrolase	H8F01_02750	Dyella telluris	360	H8F01_02750	CP060412;
A0A4R0YIA8	A0A4R0YIA8	unreviewed	A0A4R0YIA8_9GAMM	Linear amide C-N hydrolase	EZM97_26320	Dyella soli	352	EZM97_26320	SJTG01000004;
A0A328PB34	A0A328PB34	unreviewed	A0A328PB34_9GAMM	Linear amide C-N hydrolase	CA260_06700	Dyella jiangningensis	360	CA260_06700	NFZS01000001;
A0A0G9H5Z2	A0A0G9H5Z2	unreviewed	A0A0G9H5Z2_9GAMM	Hydrolase	Y882_03950	Dyella japonica DSM 16301	360	Y882_03950	JPLA01000009;
A0A2V1IL33	A0A2V1IL33	unreviewed	A0A2V1IL33_9BACT	Linear amide C-N hydrolase	C5O23_06690	Duncaniella muris	353	C5O23_06690	PUEC01000013;
A0A4Z0V542	A0A4Z0V542	unreviewed	A0A4Z0V542_9BACT	Linear amide C-N hydrolase	EZ315_06510	Duncaniella freteri	344	EZ315_06510	SJSA01000001;
A0A4P7W0Z6	A0A4P7W0Z6	unreviewed	A0A4P7W0Z6_9BACT	Linear amide C-N hydrolase	E7747_03995	Duncaniella dubosii	166	E7747_03995	CP039396;
A0A4P7W1A3	A0A4P7W1A3	unreviewed	A0A4P7W1A3_9BACT	Linear amide C-N hydrolase	E7747_03990	Duncaniella dubosii	207	E7747_03990	CP039396;
A0A1U7NKD7	A0A1U7NKD7	unreviewed	A0A1U7NKD7_9FIRM	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	BO225_10250	Dubosiella newyorkensis	326	BO225_10250	MPKA01000102;
A0A1U7NP31	A0A1U7NP31	unreviewed	A0A1U7NP31_9FIRM	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	BO225_03335	Dubosiella newyorkensis	327	BO225_03335	MPKA01000053;
A0A951QHE6	A0A951QHE6	unreviewed	A0A951QHE6_9CYAN	Linear amide C-N hydrolase	KME15_21525	Drouetiella hepatica Uher 2000/2452	343	KME15_21525	JAHHHD010000033;
A0A850HF69	A0A850HF69	unreviewed	A0A850HF69_9FIRM	Linear amide C-N hydrolase	G5A66_04640	Dorea phocaeensis	362	G5A66_04640	JAAITX010000002;
A6BGZ5	A6BGZ5	unreviewed	A6BGZ5_9FIRM	"Linear amide C-N hydrolase, choloylglycine hydrolase family protein (EC 3.5.1.-)"	DORLON_01571	Dorea longicatena DSM 13814	325	DORLON_01571	AAXB02000007;
A0A174GR10	A0A174GR10	unreviewed	A0A174GR10_9FIRM	Choloylglycine hydrolase (EC 3.5.1.24)	cbh ERS852408_02590	Dorea longicatena	325	ERS852408_02590	CYYM01000022;
A0A173V7R5	A0A173V7R5	unreviewed	A0A173V7R5_9FIRM	Choloylglycine hydrolase (EC 3.5.1.24) (Linear amide C-N hydrolase)	cbh DXB16_09145 ERS852526_01726 ERS852573_02644 GT565_10445 GT576_12560	Dorea longicatena	325	DXB16_09145 ERS852526_01726 ERS852573_02644 GT565_10445 GT576_12560	CYXO01000020;CZAY01000012;WWSH01000011;WWSB01000013;QSVN01000009;
A0A412MA68	A0A412MA68	unreviewed	A0A412MA68_9FIRM	Linear amide C-N hydrolase	DWX53_14910	Dorea formicigenerans	325	DWX53_14910	QRWH01000021;
A0A3E4F7X5	A0A3E4F7X5	unreviewed	A0A3E4F7X5_9FIRM	Linear amide C-N hydrolase	DXD84_04760	Dorea formicigenerans	231	DXD84_04760	QSOI01000004;
A0A2N6SNI1	A0A2N6SNI1	unreviewed	A0A2N6SNI1_9LACT	Choloylglycine hydrolase	CJ205_03255	Dolosicoccus paucivorans	329	CJ205_03255	PNHE01000009;
A0A2T5AS19	A0A2T5AS19	unreviewed	A0A2T5AS19_9ACTN	Penicillin amidase	C8N39_102355	Dietzia psychralcaliphila	328	C8N39_102355	PZZY01000002;
A0A2T5AGQ5	A0A2T5AGQ5	unreviewed	A0A2T5AGQ5_9ACTN	Choloylglycine hydrolase	C8N39_10995	Dietzia psychralcaliphila	323	C8N39_10995	PZZY01000009;
A0A2A2WNX7	A0A2A2WNX7	unreviewed	A0A2A2WNX7_9ACTN	Choloylglycine hydrolase	CEY15_11310	Dietzia natronolimnaea	325	CEY15_11310	NTGA01000019;
A0A2A2WNT6	A0A2A2WNT6	unreviewed	A0A2A2WNT6_9ACTN	Choloylglycine hydrolase	CEY15_10990	Dietzia natronolimnaea	328	CEY15_10990	NTGA01000019;
A0A420C1M3	A0A420C1M3	unreviewed	A0A420C1M3_9ACTN	Choloylglycine hydrolase	BXY47_1992	Dietzia kunjamensis	328	BXY47_1992	RAQB01000013;
A0A415TH29	A0A415TH29	unreviewed	A0A415TH29_9FIRM	Linear amide C-N hydrolase	DWZ33_08160	Dielma fastidiosa	354	DWZ33_08160	QRQL01000003;
A0A2V2F3I9	A0A2V2F3I9	unreviewed	A0A2V2F3I9_9FIRM	Linear amide C-N hydrolase (Choloylglycine hydrolase family)	DES51_11454	Dielma fastidiosa	354	DES51_11454	QJKH01000014;
A0A2K8W2Z9	A0A2K8W2Z9	unreviewed	A0A2K8W2Z9_9GAMM	Choloylglycine hydrolase (EC 3.5.1.24)	D083_3526	Dickeya solani RNS 08.23.3.1.A	357	D083_3526	CP016928;
A0A2K8QIQ5	A0A2K8QIQ5	unreviewed	A0A2K8QIQ5_9GAMM	Linear amide C-N hydrolase	CVE23_04970	Dickeya fangzhongdai	378	CVE23_04970	CP025003;
A0A7G9RS89	A0A7G9RS89	unreviewed	A0A7G9RS89_9BURK	Linear amide C-N hydrolase	H9K76_06390	Diaphorobacter ruginosibacter	356	H9K76_06390	CP060714;
D2Z6H8	D2Z6H8	unreviewed	D2Z6H8_9BACT	Choloylglycine hydrolase	Dpep_1049	Dethiosulfovibrio peptidovorans DSM 11002	350	Dpep_1049	ABTR02000001;
A0A0D2JRL6	A0A0D2JRL6	unreviewed	A0A0D2JRL6_9BACT	Choloylglycine hydrolase	X474_20375	Dethiosulfatarculus sandiegensis	367	X474_20375	AZAC01000034;
A0A0D2G8B5	A0A0D2G8B5	unreviewed	A0A0D2G8B5_9BACT	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	X474_25200	Dethiosulfatarculus sandiegensis	91	X474_25200	AZAC01000067;
A0A7K3NJ32	A0A7K3NJ32	unreviewed	A0A7K3NJ32_9BACT	Linear amide C-N hydrolase	G3N56_05535	Desulfovibrio sulfodismutans	368	G3N56_05535	JAAGRQ010000015;
A0A7K3NK19	A0A7K3NK19	unreviewed	A0A7K3NK19_9BACT	Choloylglycine hydrolase family protein	G3N56_06885	Desulfovibrio sulfodismutans	367	G3N56_06885	JAAGRQ010000020;
A0A1M7SRX1	A0A1M7SRX1	unreviewed	A0A1M7SRX1_9BACT	"Linear amide C-N hydrolases, choloylglycine hydrolase family"	SAMN02745728_01212	Desulfovibrio litoralis DSM 11393	294	SAMN02745728_01212	FRDI01000004;
A0A7W8C122	A0A7W8C122	unreviewed	A0A7W8C122_9BACT	Choloylglycine hydrolase (EC 3.5.1.24)	HNQ38_000482	Desulfovibrio intestinalis	367	HNQ38_000482	JACHGO010000001;
A0A1X7DZF7	A0A1X7DZF7	unreviewed	A0A1X7DZF7_9BACT	Penicillin amidase Cysteine peptidase. MEROPS family C59	SAMN06295933_2364	Desulfovibrio gilichinskyi	362	SAMN06295933_2364	FWZU01000004;
A0A4P7UPL7	A0A4P7UPL7	unreviewed	A0A4P7UPL7_DESDE	Choloylglycine hydrolase family protein	DDIC_13275	Desulfovibrio desulfuricans	367	DDIC_13275	CP036295;
S0G2D5	S0G2D5	unreviewed	S0G2D5_9BACT	Choloylglycine hydrolase Yxel (EC 3.5.1.24)	yxel Dpo_11c00280	Desulfotignum phosphitoxidans DSM 13687	376	Dpo_11c00280	APJX01000011;
Q6AP13	Q6AP13	unreviewed	Q6AP13_DESPS	Related to choloylglycine hydrolase	DP1182	Desulfotalea psychrophila (strain LSv54 / DSM 12343)	371		CR522870;
Q6ARU1	Q6ARU1	unreviewed	Q6ARU1_DESPS	"Probable hydrolase, related to penicillin acylase"	DP0205	Desulfotalea psychrophila (strain LSv54 / DSM 12343)	346		CR522870;
Q6ARU2	Q6ARU2	unreviewed	Q6ARU2_DESPS	"Probable hydrolase, related to penicillin acylase"	DP0204	Desulfotalea psychrophila (strain LSv54 / DSM 12343)	346		CR522870;
H5XW29	H5XW29	unreviewed	H5XW29_9FIRM	Penicillin V acylase-like amidase	DesyoDRAFT_3470	Desulfosporosinus youngiae DSM 17734	329	DesyoDRAFT_3470	CM001441;
A0A5K7ZDC1	A0A5K7ZDC1	unreviewed	A0A5K7ZDC1_9BACT	Hydrolase	DSCW_16640	Desulfosarcina widdelii	376	DSCW_16640	AP021875;
A0A5K7Z4C8	A0A5K7Z4C8	unreviewed	A0A5K7Z4C8_9BACT	Choloylglycine hydrolase	DSCW_29670 DSCW_36720	Desulfosarcina widdelii	364	DSCW_29670 DSCW_36720	AP021875;AP021875;
A0A5K7YIM3	A0A5K7YIM3	unreviewed	A0A5K7YIM3_9BACT	Choloylglycine hydrolase	DSCA_29360	Desulfosarcina alkanivorans	356	DSCA_29360	AP021874;
A0A5K7YYH6	A0A5K7YYH6	unreviewed	A0A5K7YYH6_9BACT	Hydrolase	DSCA_53040	Desulfosarcina alkanivorans	376	DSCA_53040	AP021874;
A0A194AJ02	A0A194AJ02	unreviewed	A0A194AJ02_9BACT	Choloylglycine hydrolase	DPF_2031	Desulfoplanes formicivorans	323	DPF_2031	BDFE01000017;
A0A1W1VAG5	A0A1W1VAG5	unreviewed	A0A1W1VAG5_DESTI	Choloylglycine hydrolase	SAMN00017405_1284	Desulfonispora thiosulfatigenes DSM 11270	334	SAMN00017405_1284	FWWT01000017;
A0A8D5FTP2	A0A8D5FTP2	unreviewed	A0A8D5FTP2_9BACT	Choloylglycine hydrolase	cbaH DGMP_22020	Desulfomarina profundi	368	DGMP_22020	AP024086;
A0A1G5H7R3	A0A1G5H7R3	unreviewed	A0A1G5H7R3_9BACT	Choloylglycine hydrolase	SAMN05216233_1133	Desulfoluna spongiiphila	370	SAMN05216233_1133	FMUX01000013;
A0A4U8YM40	A0A4U8YM40	unreviewed	A0A4U8YM40_9BACT	Nucleophile aminohydrolases n-terminal	MSL71_24580	Desulfoluna butyratoxydans	370	MSL71_24580	CAADHO010000004;
A0A5Q4VCA4	A0A5Q4VCA4	unreviewed	A0A5Q4VCA4_9BACT	Linear amide C-N hydrolase	FIM25_04415	Desulfobotulus mexicanus	340	FIM25_04415	VDMB01000004;
A0A5S5ME03	A0A5S5ME03	unreviewed	A0A5S5ME03_9BACT	Linear amide C-N hydrolase	FIM25_12455	Desulfobotulus mexicanus	350	FIM25_12455	VDMB01000017;
A0A562QZL6	A0A562QZL6	unreviewed	A0A562QZL6_9BACT	Choloylglycine hydrolase	LZ24_03382	Desulfobotulus alkaliphilus	350	LZ24_03382	VLLC01000061;
A0A846QLT7	A0A846QLT7	unreviewed	A0A846QLT7_9BACT	Choloylglycine hydrolase (EC 3.5.1.24)	GGQ74_000813	Desulfobaculum xiamenense	339	GGQ74_000813	JAATJA010000001;
E1QI79	E1QI79	unreviewed	E1QI79_DESB2	Choloylglycine hydrolase (EC 3.5.1.24)	Deba_2031	Desulfarculus baarsii (strain ATCC 33931 / DSM 2075 / LMG 7858 / VKM B-1802 / 2st14)	373		CP002085;
A0A8J6ZWY5	A0A8J6ZWY5	unreviewed	A0A8J6ZWY5_DESMC	Linear amide C-N hydrolase	IQ276_03300	Desmonostoc muscorum LEGE 12446	463	IQ276_03300	JADEXS010000025;
A0A3E1NCM1	A0A3E1NCM1	unreviewed	A0A3E1NCM1_9BACT	Linear amide C-N hydrolase	DXN05_23265	Deminuibacter soli	351	DXN05_23265	QTJU01000015;
A0A5P8XMU2	A0A5P8XMU2	unreviewed	A0A5P8XMU2_9BURK	Linear amide C-N hydrolase	GCS91_16355	Delftia tsuruhatensis	357	GCS91_16355	CP045291;
A0A1D8IVD3	A0A1D8IVD3	unreviewed	A0A1D8IVD3_9BURK	Choloylglycine hydrolase	BI380_03310 SAMN05444579_103230	Delftia tsuruhatensis	357	BI380_03310 SAMN05444579_103230	CP017420;FOKN01000003;
A0A1H3SYU8	A0A1H3SYU8	unreviewed	A0A1H3SYU8_9BURK	Choloylglycine hydrolase (Linear amide C-N hydrolase)	I6G47_06665 SAMN05421547_12419	Delftia lacustris	357	I6G47_06665 SAMN05421547_12419	CP065748;FNPE01000024;
A0A7T2W242	A0A7T2W242	unreviewed	A0A7T2W242_DELAC	Linear amide C-N hydrolase	I6G66_05810	Delftia acidovorans (Pseudomonas acidovorans) (Comamonas acidovorans)	346	I6G66_05810	CP065668;
A0A7T4EU85	A0A7T4EU85	unreviewed	A0A7T4EU85_DELAC	Linear amide C-N hydrolase	I6H54_11235	Delftia acidovorans (Pseudomonas acidovorans) (Comamonas acidovorans)	357	I6H54_11235	CP066006;
A0A286J2P6	A0A286J2P6	unreviewed	A0A286J2P6_DELAC	Choloylglycine hydrolase	SAMN05216519_2505	Delftia acidovorans (Pseudomonas acidovorans) (Comamonas acidovorans)	374	SAMN05216519_2505	OCRO01000001;
A0A2W5GHI3	A0A2W5GHI3	unreviewed	A0A2W5GHI3_DELAC	Linear amide C-N hydrolase	DI604_21035	Delftia acidovorans (Pseudomonas acidovorans) (Comamonas acidovorans)	357	DI604_21035	QFOC01000194;
A0A2M9PS37	A0A2M9PS37	unreviewed	A0A2M9PS37_DELAC	Linear amide C-N hydrolase	CTI10_009100	Delftia acidovorans (Pseudomonas acidovorans) (Comamonas acidovorans)	357	CTI10_009100	PEKB02000111;
A0A7U9HN96	A0A7U9HN96	unreviewed	A0A7U9HN96_DELAC	Choloylglycine hydrolase	HMPREF9701_02006	Delftia acidovorans CCUG 274B	357	HMPREF9701_02006	AGYX01000007;
A9C2F9	A9C2F9	unreviewed	A9C2F9_DELAS	Choloylglycine hydrolase	Daci_3467	Delftia acidovorans (strain DSM 14801 / SPH-1)	376		CP000884;
A0A1U7P4L8	A0A1U7P4L8	unreviewed	A0A1U7P4L8_9DEIO	Choloylglycine hydrolase	BOO71_0000895	Deinococcus marmoris	314	BOO71_0000895	MSTI01000009;
A0A7H1N3A3	A0A7H1N3A3	unreviewed	A0A7H1N3A3_9PROT	Linear amide C-N hydrolase	HQ394_13740	Defluviicoccus vanus	354	HQ394_13740	CP053923;
A0A6N4STU5	A0A6N4STU5	unreviewed	A0A6N4STU5_CYTH3	"Penicillin amidase, Cysteine peptidase, MEROPS family C59 (EC 3.5.1.11)"	CHU_2387	Cytophaga hutchinsonii (strain ATCC 33406 / DSM 1761 / CIP 103989 / NBRC 15051 / NCIMB 9469 / D465)	352		CP000383;
A0A4R1AX03	A0A4R1AX03	unreviewed	A0A4R1AX03_9BACI	Linear amide C-N hydrolase	E0Y62_20780	Cytobacillus praedii	331	E0Y62_20780	SJTH01000040;
A0A248TG32	A0A248TG32	unreviewed	A0A248TG32_9BACI	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	CKF48_07340	Cytobacillus kochii	287	CKF48_07340	CP022983;
A0A8J2Z4B1	A0A8J2Z4B1	unreviewed	A0A8J2Z4B1_9GAMM	Penicillin V acylase	pva1 GCM10010995_14130	Cysteiniphilum litorale	417	GCM10010995_14130	BMJS01000014;
K9X583	K9X583	unreviewed	K9X583_9NOST	Penicillin amidase (EC 3.5.1.11)	Cylst_4756	Cylindrospermum stagnale PCC 7417	486	Cylst_4756	CP003642;
A0A316FDR3	A0A316FDR3	unreviewed	A0A316FDR3_9BURK	Penicillin amidase	C7419_102768	Cupriavidus plantarum	355	C7419_102768	QGGT01000002;
A0A5P2HF96	A0A5P2HF96	unreviewed	A0A5P2HF96_9BURK	Linear amide C-N hydrolase	FOB72_28730	Cupriavidus pauculus	352	FOB72_28730	CP044067;
A0A4Q7PP72	A0A4Q7PP72	unreviewed	A0A4Q7PP72_9FIRM	Choloylglycine hydrolase	EV209_0916	Cuneatibacter caecimuris	335	EV209_0916	SGXF01000001;
A0A5R8QCL7	A0A5R8QCL7	unreviewed	A0A5R8QCL7_9FIRM	Choloylglycine hydrolase family protein	FEZ08_06270	Culicoidibacter larvae	331	FEZ08_06270	VBWP01000004;
A0A090D1B0	A0A090D1B0	unreviewed	A0A090D1B0_9BACT	Linear amide hydrolase	CSEC_0872	Criblamydia sequanensis CRIB-18	332	CSEC_0872	CCEJ010000003;
A0A090D114	A0A090D114	unreviewed	A0A090D114_9BACT	Linear amide hydrolase	CSEC_2436	Criblamydia sequanensis CRIB-18	394	CSEC_2436	CCEJ010000015;
A0A090DWL1	A0A090DWL1	unreviewed	A0A090DWL1_9BACT	Putative choloylglycine hydrolase (EC 3.5.1.24)	CSEC_0402	Criblamydia sequanensis CRIB-18	359	CSEC_0402	CCEJ010000003;
A0A090D1U5	A0A090D1U5	unreviewed	A0A090D1U5_9BACT	Linear amide hydrolase	CSEC_0931	Criblamydia sequanensis CRIB-18	367	CSEC_0931	CCEJ010000003;
A0A090CYN3	A0A090CYN3	unreviewed	A0A090CYN3_9BACT	Linear amide hydrolase	CSEC_0782	Criblamydia sequanensis CRIB-18	370	CSEC_0782	CCEJ010000003;
A0A5C6FLX1	A0A5C6FLX1	unreviewed	A0A5C6FLX1_9PLAN	Penicillin acylase (EC 3.5.1.11)	V7x_48830	Crateriforma conspicua	353	V7x_48830	SJPZ01000002;
A0A5C5Y9B9	A0A5C5Y9B9	unreviewed	A0A5C5Y9B9_9PLAN	Penicillin acylase (EC 3.5.1.11)	Pan14r_45950	Crateriforma conspicua	353	Pan14r_45950	SJPL01000001;
A0A2V1K699	A0A2V1K699	unreviewed	A0A2V1K699_9BURK	Choloylglycine hydrolase	DD235_03395	Corticimicrobacter populi	355	DD235_03395	QETA01000001;
A0A2V1K020	A0A2V1K020	unreviewed	A0A2V1K020_9BURK	Choloylglycine hydrolase	DD235_08755	Corticimicrobacter populi	331	DD235_08755	QETA01000003;
A0A2V1JWR0	A0A2V1JWR0	unreviewed	A0A2V1JWR0_9BURK	Linear amide C-N hydrolase	DD235_11390	Corticimicrobacter populi	386	DD235_11390	QETA01000004;
A0A3A8JEU4	A0A3A8JEU4	unreviewed	A0A3A8JEU4_9BACT	Linear amide C-N hydrolase	D7V88_11220	Corallococcus terminator	343	D7V88_11220	RAVZ01000056;
R5WSF6	R5WSF6	unreviewed	R5WSF6_9BACT	Choloylglycine hydrolase	BN495_00652	Corallococcus sp. CAG:1435	315	BN495_00652	CBAX010000121;
A0A3A8NRA6	A0A3A8NRA6	unreviewed	A0A3A8NRA6_9BACT	Linear amide C-N hydrolase	D7X12_12625	Corallococcus sicarius	343	D7X12_12625	RAWG01000063;
A0A250JRZ3	A0A250JRZ3	unreviewed	A0A250JRZ3_9BACT	Choloylglycine hydrolase	MYMAC_002210	Corallococcus macrosporus DSM 14697	346	MYMAC_002210	CP022203;
A0A3A8PYB4	A0A3A8PYB4	unreviewed	A0A3A8PYB4_9BACT	Linear amide C-N hydrolase	D7V93_11905	Corallococcus llansteffanensis	343	D7V93_11905	RAWB01000097;
A0A7Y4KD45	A0A7Y4KD45	unreviewed	A0A7Y4KD45_9BACT	Linear amide C-N hydrolase	HMI49_00180	Corallococcus exercitus	342	HMI49_00180	JABFJV010000001;
A0A7Y4ITJ9	A0A7Y4ITJ9	unreviewed	A0A7Y4ITJ9_CORCK	Linear amide C-N hydrolase	HMI51_02265	Corallococcus coralloides (Myxococcus coralloides)	344	HMI51_02265	JABFJY010000005;
A0A410RKK6	A0A410RKK6	unreviewed	A0A410RKK6_CORCK	Choloylglycine hydrolase family protein	yxeI EJ065_0839	Corallococcus coralloides (Myxococcus coralloides)	344	EJ065_0839	CP034669;
H8MIV5	H8MIV5	unreviewed	H8MIV5_CORCM	Choloylglycine hydrolase family protein	yxeI COCOR_00840	Corallococcus coralloides (strain ATCC 25202 / DSM 2259 / NBRC 100086 / M2) (Myxococcus coralloides)	344		CP003389;
A0A3A8KHL5	A0A3A8KHL5	unreviewed	A0A3A8KHL5_9BACT	Linear amide C-N hydrolase	D7X32_04170	Corallococcus carmarthensis	344	D7X32_04170	RAWE01000008;
A0A3A8QJP3	A0A3A8QJP3	unreviewed	A0A3A8QJP3_9BACT	Linear amide C-N hydrolase	D7W81_15335	Corallococcus aberystwythensis	345	D7W81_15335	RAWK01000081;
R5K0M8	R5K0M8	unreviewed	R5K0M8_9FIRM	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	BN781_01215	Coprococcus sp. CAG:782	324	BN781_01215	CAYJ010000131;
A0A822LPB6	A0A822LPB6	unreviewed	A0A822LPB6_9FIRM	Penicillin V acylase and related amidases	BN485_00084	Coprococcus sp. CAG:131	326	BN485_00084	CBEE010000233;
R5WKT4	R5WKT4	unreviewed	R5WKT4_9FIRM	Linear amide C-N hydrolase choloylglycine hydrolase family protein	BN751_02197	Coprococcus eutactus CAG:665	326	BN751_02197	CBAW010000088;
A8SVL9	A8SVL9	unreviewed	A8SVL9_9FIRM	"Linear amide C-N hydrolase, choloylglycine hydrolase family protein (EC 3.5.1.-)"	COPEUT_02038	Coprococcus eutactus ATCC 27759	326	COPEUT_02038	ABEY02000025;
A0A174D5Q4	A0A174D5Q4	unreviewed	A0A174D5Q4_9FIRM	Choloylglycine hydrolase (EC 3.5.1.24)	cbh ERS852400_01772	Coprococcus eutactus	326	ERS852400_01772	CYYJ01000005;
A0A8D9P2C4	A0A8D9P2C4	unreviewed	A0A8D9P2C4_9FIRM	Choloylglycine hydrolase (EC 3.5.1.24)	cbh ERS852445_00960	Coprococcus eutactus	326	ERS852445_00960	CYYE01000001;
A0A3R6A0S1	A0A3R6A0S1	unreviewed	A0A3R6A0S1_9FIRM	Linear amide C-N hydrolase	DWX94_06415	Coprococcus eutactus	326	DWX94_06415	QRVK01000012;
C0B656	C0B656	unreviewed	C0B656_9FIRM	"Linear amide C-N hydrolase, choloylglycine hydrolase family protein (EC 3.5.1.-)"	COPCOM_00627	Coprococcus comes ATCC 27758	329	COPCOM_00627	ABVR01000034;
A0A174BD78	A0A174BD78	unreviewed	A0A174BD78_9FIRM	Choloylglycine hydrolase (EC 3.5.1.24) (Choloylglycine hydrolase family protein)	cbh ERS852481_01181 ERS852574_03238 HUU93_15790	Coprococcus comes	329	ERS852481_01181 ERS852574_03238 HUU93_15790	CYXR01000047;CYZK01000005;JABWDC010000117;
A0A3E4GNL0	A0A3E4GNL0	unreviewed	A0A3E4GNL0_9FIRM	Linear amide C-N hydrolase	DXD67_10940	Coprococcus comes	329	DXD67_10940	QSOV01000012;
A0A174LEB1	A0A174LEB1	unreviewed	A0A174LEB1_9FIRM	Choloylglycine hydrolase (EC 3.5.1.24) (Linear amide C-N hydrolase)	cbh DWW65_07260 DWX03_14955 ERS852389_02054	Coprococcus comes	329	DWW65_07260 DWX03_14955 ERS852389_02054	CYYN01000013;QRXJ01000028;QRXY01000008;
D4JBB7	D4JBB7	unreviewed	D4JBB7_9FIRM	Penicillin V acylase and related amidases (EC 3.5.1.24)	CC1_30750	Coprococcus catus GD/7	324	CC1_30750	FP929038;
A0A3E2XR62	A0A3E2XR62	unreviewed	A0A3E2XR62_9FIRM	Linear amide C-N hydrolase	DW747_02125	Coprococcus catus	324	DW747_02125	QVFD01000001;
A0A7G1HSM7	A0A7G1HSM7	unreviewed	A0A7G1HSM7_9BACT	Choloylglycine hydrolase	Cop2CBH44_03660	Coprobacter secundus subsp. similis	348	Cop2CBH44_03660	AP023322;
A0A7G1HTD1	A0A7G1HTD1	unreviewed	A0A7G1HTD1_9BACT	Choloylglycine hydrolase	Cop2CBH44_13780	Coprobacter secundus subsp. similis	355	Cop2CBH44_13780	AP023322;
A0A495VP21	A0A495VP21	unreviewed	A0A495VP21_9BACT	Choloylglycine hydrolase	BC742_2185	Coprobacter fastidiosus NSB1	357	BC742_2185	RBXN01000008;
A0A495VKW6	A0A495VKW6	unreviewed	A0A495VKW6_9BACT	Choloylglycine hydrolase	BC742_2551	Coprobacter fastidiosus NSB1	351	BC742_2551	RBXN01000010;
